itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
174350,2,TIGER 로우볼,14100,2,115,0.82,14100.0,8.6804,307,4,71
284980,2,RISE 200금융,12565,2,195,1.58,12560.0,8.9196,3170,39,70
488210,2,KIWOOM K-반도체북미공급망,7380,2,35,0.48,7380.0,-19.5334,463,3,70
368680,2,KODEX K-뉴딜디지털플러스,6370,5,-120,-1.85,6370.0,-16.3768,778,4,70
289040,2,KODEX MSCI KOREA ESG유니버설,9985,5,-5,-0.05,9986.0,-2.1356,42,0,70
489860,4,KIWOOM 글로벌전력GRID인프라,10750,5,-100,-0.92,10762.0,0.0737,2017,21,70
438740,2,마이다스 중소형액티브,23165,2,285,1.25,23200.0,3.6466,246,5,69
108590,1,TREX 200,34695,2,35,0.1,34734.0,-0.7361,30,1,69
435550,7,KIWOOM TDF2050액티브,13875,5,-90,-0.64,13855.0,-5.5462,374,5,69
442550,7,RISE TDF2030액티브,12580,5,-25,-0.2,12571.0,-2.6265,1507,19,69
252650,1,KODEX 200동일가중,11520,2,50,0.44,11541.0,0.6228,148,1,69
270800,2,RISE KQ고배당,11475,2,5,0.04,11468.0,0.9327,297,3,69
435540,7,KIWOOM TDF2040액티브,13730,5,-80,-0.58,13710.0,-5.411,98,1,69
298340,6,PLUS 국채선물3년,57170,3,0,0.0,57155.0,1.2306,694,39,69
261140,2,TIGER 우선주,11060,2,55,0.5,11061.0,2.144,21057,233,69
464600,2,SOL 자동차소부장Fn,8005,5,-55,-0.68,8039.0,-15.6904,7807,62,68
225030,4,TIGER 미국S&P500선물인버스(H),2955,2,15,0.51,2950.0,2.7972,43439,128,68
234310,2,RISE V&S셀렉트밸류,13470,5,-10,-0.07,13501.0,-3.4868,5,0,67
292730,1,FOCUS KRX300,16825,2,30,0.18,16807.0,-1.5822,1,0,67
227830,1,PLUS 코스피,26850,5,-5,-0.02,26794.0,-0.9918,28,0,67
153270,1,KIWOOM 코스피100,25755,2,45,0.18,25753.0,-1.4868,883,22,67
253280,2,RISE 헬스케어,13320,5,-195,-1.44,13371.0,-8.8549,2494,33,67
429010,4,TIGER 미국나스닥넥스트100,13320,5,-115,-0.86,13329.0,-9.3149,873,11,67
483020,2,KIWOOM 의료AI,9440,5,-30,-0.32,9428.0,-8.5201,8354,79,66
140580,2,RISE 우량업종대표주,13190,2,185,1.42,13199.0,6.9402,25,0,66
217770,5,TIGER 원유선물인버스(H),2990,2,40,1.36,3000.0,10.4868,28564,85,66
449680,7,TIGER 한중전기차(합성),7710,2,10,0.13,7653.0,-14.2539,42,0,66
416090,4,ACE 중국과창판STAR50,7275,5,-15,-0.21,7308.0,-14.537,3175,23,65
244620,2,KODEX 모멘텀Plus,13080,2,145,1.12,13097.0,1.2286,76,0,65
227560,2,TIGER 200 생활소비재,10160,2,160,1.6,10161.0,17.8967,23956,243,65
147970,2,TIGER 모멘텀,36040,2,400,1.12,36012.0,8.2657,5987,215,65
166400,3,TIGER 200커버드콜OTM,12930,2,65,0.51,12944.0,0.5156,9064,117,65
277640,2,TIGER 코스피대형주,12900,2,5,0.04,12899.0,-1.6775,1581,20,65
176950,6,KODEX 국채선물10년인버스,53715,5,-60,-0.11,53676.0,0.1583,76,4,64
435530,7,KIWOOM TDF2030액티브,12850,5,-75,-0.58,12881.0,-5.1377,135,1,64
304760,1,HANARO KRX300,16000,2,90,0.57,15991.0,-2.0502,51,0,64
289250,2,TIGER MSCI KOREA ESG유니버설,10145,2,25,0.25,10114.0,-1.9,1,0,64
481200,4,SOL 미국테크TOP10인버스(합성),7975,5,-5,-0.06,7952.0,6.1876,1921,15,64
401590,4,HANARO 글로벌탄소배출권선물ICE(합성),9785,5,-195,-1.95,9808.0,5.1633,220,2,64
267490,6,RISE 미국장기국채선물레버리지(합성 H),5280,2,70,1.34,5311.0,-6.9643,9617,50,63
279540,2,KODEX 최소변동성,10460,2,40,0.38,10480.0,0.366,1,0,63
441330,4,KIWOOM 차이나A50커넥트MSCI,9630,5,-20,-0.21,9556.0,-1.8112,200,1,63
456200,6,PLUS 미국달러SOFR금리액티브(합성),56745,5,-200,-0.35,56834.0,-2.9402,4,0,62
304670,6,KODEX 미국30년국채울트라선물인버스(H),12355,5,-70,-0.56,12312.0,4.808,2127,26,62
280920,2,PLUS 주도업종,11230,2,20,0.18,11210.0,3.2418,152,1,62
399580,4,RISE 글로벌클린에너지,6175,5,-370,-5.65,6347.0,7.295,8171,50,62
488480,4,RISE 일본섹터TOP4Plus,10255,5,-35,-0.34,10315.0,1.2297,69,0,62
227570,2,TIGER 우량가치,12775,2,185,1.47,12789.0,6.1104,573,7,61
489010,4,PLUS 글로벌AI인프라,12225,2,365,3.08,11873.0,-11.1012,2745,33,61
316300,7,ACE 싱가포르리츠,12200,5,-35,-0.29,12124.0,-0.0491,484,5,61
411540,1,SOL 200 Top10,7610,5,-60,-0.78,7598.0,-8.2646,379,2,61
469530,3,RISE 미국달러선물인버스,9495,2,15,0.16,9526.0,3.4934,151,1,61
189400,4,PLUS 글로벌MSCI(합성 H),20180,5,-15,-0.07,20301.0,-1.5119,25,0,61
469790,2,KIWOOM K-테크TOP10,9970,5,-40,-0.4,10000.0,-8.9918,284,2,60
498860,2,RISE 코리아금융고배당,10845,2,145,1.36,10828.0,6.9572,8423,91,60
315270,2,TIGER 200커뮤니케이션서비스,18550,2,20,0.11,18540.0,-2.0199,168,3,59
295000,6,RISE 국채선물10년,55985,5,-75,-0.13,56002.0,1.2735,267,14,59
292050,1,RISE KRX300,16800,2,10,0.06,16828.0,-1.767,914,15,59
280940,5,KODEX 골드선물인버스(H),4515,2,25,0.56,4487.0,-11.7879,11615,52,59
442580,4,PLUS 글로벌HBM반도체,16640,5,-5,-0.03,16677.0,-6.8082,1692,28,58
404650,2,SOL KRX기후변화솔루션,9700,5,-245,-2.46,9677.0,-1.094,2214,21,58
253160,3,PLUS 200선물인버스2X,4275,2,5,0.12,4268.0,-1.613,130547,554,58
490330,4,KoAct 미국뇌질환치료제액티브,8190,5,-95,-1.15,8199.0,-21.0201,3553,28,57
474800,4,KIWOOM 미국원유에너지기업,10410,5,-25,-0.24,10247.0,-13.2874,2636,27,57
219900,4,ACE 중국본토CSI300레버리지(합성),2860,5,-70,-2.39,2853.0,-12.4066,2060,5,57
267450,6,RISE 미국장기국채선물인버스(H),11415,5,-95,-0.83,11410.0,3.4606,8,0,57
488200,2,KIWOOM K-2차전지북미공급망,5995,5,-50,-0.83,6028.0,-21.8185,7845,47,57
459370,4,SOL 유럽탄소배출권선물인버스ICE(H),11375,5,-10,-0.09,11304.0,-1.3432,1476,16,57
226380,2,ACE Fn성장소비주도주,6310,2,25,0.4,6334.0,5.9507,264,1,57
205720,4,ACE 일본TOPIX인버스(합성 H),2360,5,-10,-0.42,2369.0,-3.2654,7691,18,57
261920,4,ACE 필리핀MSCI(합성),14110,2,90,0.64,14179.0,5.3739,15,0,56
138920,5,KODEX 콩선물(H),11115,2,75,0.68,11155.0,-4.1251,1262,14,56
228820,1,TIGER KTOP30,7305,3,0,0.0,7309.0,-8.619,850,6,55
253230,3,KIWOOM 200선물인버스2X,2105,5,-5,-0.24,2099.0,-0.4717,33691,70,55
367740,2,HANARO Fn5G산업,12150,3,0,0.0,12036.0,-8.1077,0,0,55
373490,2,KODEX 코리아혁신성장액티브,10885,5,-150,-1.36,10854.0,-6.5544,511,5,54
437370,4,RISE 글로벌농업경제,9015,5,-140,-1.53,9056.0,1.6093,388,3,54
429980,7,SOL 한국형글로벌전기차&2차전지액티브,10815,5,-225,-2.04,10936.0,-11.0395,3490,37,54
105010,4,TIGER 라틴35,4505,5,-50,-1.1,4535.0,2.1071,3792,17,54
404540,2,TIGER KRX기후변화솔루션,9750,5,-265,-2.65,9749.0,-1.8426,386,3,54
461580,1,TIGER 코스닥글로벌,10690,5,-40,-0.37,10746.0,-12.2075,167,1,53
373530,4,PLUS 신흥국MSCI인버스(합성 H),10265,2,30,0.29,10304.0,-2.7554,442,4,53
397420,6,RISE 국채선물5년추종,52210,5,-75,-0.14,52244.0,1.1902,4,0,53
0004G0,4,1Q 미국배당30,8785,5,-45,-0.51,8786.0,-10.2916,15797,139,53
395750,2,PLUS ESG가치주액티브,8095,5,-5,-0.06,8089.0,-1.7944,29,0,53
391670,1,HK 베스트일레븐액티브,10410,3,0,0.0,10538.0,12.4797,0,0,52
402460,2,HANARO Fn K-메타버스MZ,6870,5,-40,-0.58,6887.0,-3.8007,1091,7,52
380340,2,ACE Fn5G플러스,8560,5,-5,-0.06,8538.0,-10.6417,46,0,51
432600,6,RISE 국채선물3년,55550,5,-75,-0.13,55587.0,1.1547,4,0,51
450180,7,KODEX 한중전기차(합성),7855,5,-80,-1.01,7864.0,-13.75,100,0,51
487130,2,KoAct AI인프라액티브,8385,5,-10,-0.12,8412.0,-7.2376,14751,123,50
321410,7,KODEX 멀티에셋하이인컴(H),9975,5,-5,-0.05,9957.0,1.7848,52,0,50
314700,2,HANARO 농업융복합산업,8970,5,-70,-0.77,8958.0,-0.0553,263,2,49
346000,6,HANARO KAP초장기국고채,41555,2,5,0.01,41616.0,0.9892,50,2,49
485810,4,TIMEFOLIO 글로벌안티에이징바이오액티브,8075,5,-50,-0.62,8116.0,-14.0212,829,6,48
291890,4,KODEX MSCI EM선물(H),8765,2,30,0.34,8762.0,0.9826,113,0,48
140570,2,RISE 수출주,11865,5,-75,-0.63,11880.0,-2.4749,52,0,47
373790,4,KIWOOM 미국방어배당성장나스닥,14695,5,-150,-1.01,14700.0,-3.6102,8492,125,47
476310,4,RISE 글로벌비만산업TOP2+,8485,5,-80,-0.93,8544.0,-15.0719,6270,53,47
301400,1,PLUS 코스닥150,11655,5,-30,-0.26,11676.0,-11.8712,35,0,47
486780,3,HANARO 200선물레버리지1.5X,12035,2,25,0.21,12091.0,-2.3974,226,2,46
252410,3,RISE 200선물인버스,5630,2,10,0.18,5618.0,0.3571,376,2,45
266390,2,KODEX 경기소비재,8980,2,150,1.7,8951.0,5.9642,27754,247,45
407170,2,KCGI 스마트커머스액티브,8965,2,90,1.01,8976.0,3.5589,1923,17,45
467540,1,KIWOOM 코스닥글로벌,11055,5,-25,-0.23,11058.0,-11.4451,50,0,44
139290,2,TIGER 200 경기소비재,15605,2,95,0.61,15600.0,0.9765,181,2,44
244670,2,KODEX 밸류Plus,8705,2,50,0.58,8709.0,5.8456,1665,14,44
256450,4,PLUS 심천차이넥스트(합성),8630,3,0,0.0,8515.0,-13.1354,211,1,43
227550,2,TIGER 200 산업재,8190,5,-30,-0.36,8227.0,2.3406,86,0,43
252000,1,TIGER 200동일가중,12155,2,35,0.29,12176.0,1.5926,33,0,43
244660,2,KODEX 퀄리티Plus,8420,3,0,0.0,8472.0,1.1289,0,0,42
381570,2,HANARO Fn친환경에너지,5985,5,-210,-3.39,5986.0,-8.6822,8434,50,42
407160,2,KCGI 테크미디어텔레콤액티브,8270,2,30,0.36,8277.0,-7.4158,107,0,41
291680,4,RISE 차이나H선물인버스(H),8200,5,-20,-0.24,8279.0,-2.6643,1562,12,41
334690,5,RISE 팔라듐선물(H),5095,5,-75,-1.45,5149.0,3.1936,5661,28,41
454180,4,KIWOOM 차이나내수소비TOP CSI,9010,5,-110,-1.21,8994.0,-4.0505,4891,44,41
419170,4,HANARO 미국메타버스iSelect,16005,2,95,0.6,16081.0,-7.0407,106,1,40
433250,1,UNICORN R&D 액티브,11415,5,-150,-1.3,11462.0,-2.9782,134,1,40
476000,2,UNICORN 포스트IPO액티브,7090,5,-30,-0.42,7101.0,-2.5326,5,0,39
471290,6,HANARO CD금리액티브(합성),105105,2,25,0.02,105085.0,0.6176,1086,114,39
427120,2,RISE 플랫폼테마,7135,2,70,0.99,7154.0,-4.2034,448,3,39
487750,2,BNK 온디바이스AI,6955,5,-155,-2.18,6949.0,-14.5433,762,5,38
0008E0,4,ACE 미국중심중소형제조업,8425,5,-125,-1.46,8436.0,-4.7885,2606,21,38
277650,2,TIGER 코스피중형주,14985,2,145,0.98,14974.0,0.0741,7,0,37
486790,3,HANARO 코스닥150선물레버리지1.5X,10385,2,85,0.83,10471.0,-19.279,30,0,37
291620,3,KIWOOM 코스닥150선물인버스,7180,2,20,0.28,7171.0,12.1378,1602,11,37
220130,4,SOL 차이나강소기업CSI500(합성 H),4565,5,-35,-0.76,4551.0,-4.1667,908,4,37
476260,2,HANARO 반도체핵심공정주도주,5600,5,-55,-0.97,5601.0,-19.1912,4130,23,36
306520,3,HANARO 200선물인버스,10175,5,-5,-0.05,10151.0,0.6923,580,5,36
413220,4,SOL 차이나태양광CSI(합성),3535,5,-55,-1.53,3533.0,-13.2851,5151,18,35
466810,2,BNK 2차전지양극재,3535,5,-140,-3.81,3542.0,-34.6667,24750,88,35
253240,3,KIWOOM 200선물인버스,5665,5,-20,-0.35,5669.0,0.5305,4167,23,34
139240,2,TIGER 200 철강소재,8480,3,0,0.0,8482.0,-11.4083,697,5,34
238670,7,PLUS 스마트베타Quality채권혼합,11175,2,35,0.31,11171.0,0.4146,28,0,34
139310,5,TIGER 금속선물(H),5585,5,-75,-1.33,5630.0,-3.1651,1072,5,34
266550,2,PLUS 중형주저변동50,13000,2,210,1.64,12975.0,5.034,20,0,33
243890,2,TIGER 200에너지화학레버리지,2905,5,-120,-3.97,2900.0,-26.5777,43451,126,32
483030,4,KIWOOM 미국블록버스터바이오테크의약품+,8980,2,20,0.22,8936.0,-10.8192,6363,57,31
437550,7,KIWOOM 글로벌리츠이지스액티브,10150,3,0,0.0,10237.0,-5.7568,3,0,30
482030,2,KoAct 테크핵심소재공급망액티브,5965,5,-50,-0.83,5980.0,-19.0445,321,1,30
450120,2,KIWOOM SK그룹대표주,11735,5,-5,-0.04,11742.0,-14.0557,125,1,29
473500,4,KIWOOM 글로벌전력반도체,6500,2,100,1.56,6586.0,-24.6527,11705,76,29
426330,4,KIWOOM 미국ETF산업STOXX,14600,5,-75,-0.51,14648.0,-5.3532,592,8,29
429870,7,KIWOOM 리츠이지스액티브,7295,2,5,0.07,7297.0,0.1373,48,0,29
098560,2,TIGER 방송통신,7690,5,-15,-0.19,7667.0,4.3613,1347,10,28
145670,3,ACE 인버스,5460,5,-10,-0.18,5463.0,0.4591,3433,18,27
334700,5,RISE 팔라듐선물인버스(H),5440,2,45,0.83,5458.0,-5.6819,752,4,27
407300,2,HANARO Fn골프테마,6700,2,125,1.9,6726.0,8.0525,2742,18,27
433860,7,PLUS TDF2040액티브,12725,5,-75,-0.59,12773.0,-2.3647,1369,17,27
433870,7,PLUS TDF2050액티브,13875,2,95,0.69,13839.0,-4.6037,471,6,26
465620,4,ACE 미국빅테크TOP7 Plus인버스(합성),10335,5,-15,-0.14,10283.0,5.0761,3965,40,26
261060,2,TIGER 코스닥150IT,11585,2,20,0.17,11585.0,-16.4439,379,4,25
433850,7,PLUS TDF2030액티브,12330,5,-140,-1.12,12428.0,-1.2278,5,0,25
275750,3,RISE 코스닥150선물인버스,4055,2,15,0.37,4047.0,11.9113,10571,42,24
415920,5,PLUS 글로벌희토류&전략자원생산기업,3615,3,0,0.0,3566.0,-15.2404,13980,50,23
291630,3,KIWOOM 코스닥150선물레버리지,3310,5,-30,-0.9,3312.0,-24.091,5946,19,22
301410,3,PLUS 코스닥150선물인버스,6120,2,20,0.33,6126.0,12.1323,301,1,21
306530,3,HANARO 코스닥150선물레버리지,6650,5,-35,-0.52,6656.0,-24.5911,1849,12,20
472490,4,HANARO 미국애그테크,12015,2,55,0.46,11991.0,-0.7057,13,0,18
470310,2,UNICORN 생성형AI강소기업액티브,7175,3,0,0.0,7202.0,-14.2772,234,1,18
432850,4,HANARO 글로벌백신치료제MSCI,10065,5,-110,-1.08,10075.0,-12.6985,376,3,15
412560,2,TIGER BBIG레버리지,1488,5,-52,-3.38,1492.0,-27.3585,19762,29,14
